numeroProcesso,numeroRegistro,nomeValorMobiliario,valorTotalInicial,valorTotalFinal,dataOferta,nomeTipoRequerimento,status,serie_nome,quantidadeAtivos,valorNominal,valorTotalLote,taxaRemuneracao,dataEmissao,dataVencimento,especie,avaliacaoRisco,remuneracaoFinal,amortizacao,incentivado,infraLei14801,resgateAntecipado
SRE/2635/2025,CVM/SRE/AUT/DEB/PRI/2025/612,Debêntures,"127.443.000,0000","0,0000",27/08/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Registro Concedido,DEBÊNTURES,,,,,,,,,,,,,
SRE/2412/2025,CVM/SRE/AUT/DEB/PRI/2025/611,Debêntures,"3.200.000.000,0000","2.273.029.000,0000",27/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Série Única,"2.273.029,0000","1.000,0000","2.273.029.000,0000","CDI + 1,80% a.a.",22/08/2025,22/08/2032,Quirografária,,"100% (cem por cento) das taxas médias diárias dos DI - Depósitos Interfinanceiros de um dia, “over extra grupo”, expressa na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida exponencialmente de spread (sobretaxa) equivalente a 1,80% (um inteiro e oitenta centésimos por cento) ao ano, base 252","o saldo do Valor Nominal Unitário será amortizado anualmente, em 3 (três) parcelas, a partir do 5º (quinto) ano (inclusive), contado da Data de Emissão, sendo a primeira parcela devida em 22 de agosto de 2030 e, a última, na Data de Vencimento",Não,Não,Sim
SRE/2408/2025,CVM/SRE/AUT/DEB/PRI/2025/609,Debêntures,"750.000.000,0000","750.000.000,0000",26/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures Série Única,"750.000,0000","1.000,0000","750.000.000,0000","CDI + 0,90% a.a.",25/08/2025,25/08/2031,Quirografária,,"CDI + 0,90% a.a.",Bullet,Não,Não,Sim
SRE/2597/2025,CVM/SRE/AUT/DEB/PRI/2025/608,Debêntures,"200.000.000,0000","0,0000",25/08/2025,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,Série Única,,,,,,,,,,,,,
SRE/2421/2025,CVM/SRE/AUT/DEB/PRI/2025/605,Debêntures,"2.400.000.000,0000","2.245.439.000,0000",22/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,1ª Série,"1.155.520,0000","1.000,0000","1.155.520.000,0000","CDI + 1,00% a.a.",20/08/2025,20/08/2032,Quirografária,,"100% (cem por cento) das taxas médias diárias dos DI - Depósitos Interfinanceiros de um dia, “over extra grupo”, expressa na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida exponencialmente de spread (sobretaxa) equivalente a 1,00% (um por cento) ao ano, base 252","saldo do Valor Nominal Unitário das Debêntures da Primeira Série será amortizado em 1 (uma) única parcela, na Data de Vencimento da Primeira Série",Não,Não,Sim
SRE/2421/2025,CVM/SRE/AUT/DEB/PRI/2025/606,Debêntures,"2.400.000.000,0000","2.245.439.000,0000",22/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,2ª Série,"531.419,0000","1.000,0000","531.419.000,0000","CDI + 1,15% a.a.",20/08/2025,20/08/2035,Quirografária,,"100% (cem por cento) das taxas médias diárias dos DI - Depósitos Interfinanceiros de um dia, “over extra grupo”, expressa na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida exponencialmente de spread (sobretaxa) equivalente a 1,15% (um inteiro e quinze centésimos por cento) ao ano, base 252","o saldo do Valor Nominal Unitário das Debêntures da Segunda Série será amortizado em 3 (três) parcelas anuais e consecutivas, nos termos do Anexo I da Escritura de Emissão;",Não,Não,Sim
SRE/2421/2025,CVM/SRE/AUT/DEB/PRI/2025/607,Debêntures,"2.400.000.000,0000","2.245.439.000,0000",22/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,3ª Série,"558.500,0000","1.000,0000","558.500.000,0000","CDI + 1,55% a.a.",20/08/2025,20/08/2040,Quirografária,,"100% (cem por cento) das taxas médias diárias dos DI - Depósitos Interfinanceiros de um dia, “over extra grupo”, expressa na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida exponencialmente de spread (sobretaxa) equivalente a 1,55% (um inteiro e cinquenta e cinco centésimos por cento) ao ano, base 252","o saldo do Valor Nominal Unitário das Debêntures da Terceira Série será amortizado em 3 (três) parcelas anuais e consecutivas, nos termos do Anexo I da Escritura de Emissão",Não,Não,Sim
SRE/2271/2025,CVM/SRE/AUT/DEB/PRI/2025/604,Debêntures,"120.000.000,0000","120.000.000,0000",21/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debênture,"120.000,0000","1.000,0000","120.000.000,0000","IPCA + 8,2447% a.a.",15/07/2025,15/07/2032,Quirografária,,"Remuneração das Debêntures. Sem prejuízo da Atualização Monetária, a partir da primeira Data de Integralização das Debêntures, incidirão juros remuneratórios de 8,2447% a.a., base 252 Dias Úteis .","O Valor Nominal Unitário Atualizado das Debêntures será amortizado em parcelas anuais e consecutivas, devidas sempre em 15 de julho de cada ano, sendo que a primeira parcela será devida a partir do 72º mês (inclusive), ou seja, em 15 de julho de 2031, e as demais em cada uma das respectivas datas de amortização das Debêntures.",Sim,Não,Sim
SRE/2293/2025,CVM/SRE/AUT/DEB/PRI/2025/603,Debêntures,"500.000.000,0000","500.000.000,0000",20/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 1ª Série,"500.000,0000","1.000,0000","500.000.000,0000","CDI + 0,90% ao ano",19/08/2025,19/08/2030,Quirografária,,"CDI + 0,9000% ao ano","será amortizado em 2 (duas) parcelas, sendo o primeiro pagamento em 19 de agosto de 2029 e o último na Data de Vencimento das Debêntures da Primeira Série.",Não,Não,Sim
SRE/2308/2025,CVM/SRE/AUT/DEB/PRI/2025/601,Debêntures,"600.000.000,0000","600.000.000,0000",20/08/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Oferta Encerrada,Debêntures Série 1,"300.000,0000","1.000,0000","300.000.000,0000","IPCA + 6,8172%",15/08/2025,15/08/2035,Quirografária,,"IPCA + 6,8172%",Bullet,Sim,Não,Sim
SRE/2308/2025,CVM/SRE/AUT/DEB/PRI/2025/602,Debêntures,"600.000.000,0000","600.000.000,0000",20/08/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Oferta Encerrada,Debêntures Série 2,"300.000,0000","1.000,0000","300.000.000,0000","IPCA + 6,7636%",15/08/2025,15/08/2040,Quirografária,,"IPCA + 6,7636%","Anual, ao final do 13º, 14º e 15º anos.",Sim,Não,Sim
SRE/2558/2025,CVM/SRE/AUT/DEB/PRI/2025/600,Debêntures,"100.000.000,0000","0,0000",20/08/2025,OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado,Registro Concedido,1ª Série,,,,,,,,,,,,,
SRE/2550/2025,CVM/SRE/AUT/DEB/PRI/2025/599,Debêntures,"20.000.000,0000","0,0000",19/08/2025,OPD Aut Profissional - sem bookbuilding,Oferta Encerrada,"8ª emissão, série única",,,,,,,,,,,,,
SRE/2471/2025,CVM/SRE/AUT/DEB/PRI/2025/597,Debêntures,"375.000.000,0000","375.000.000,0000",19/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debênture,"275.000,0000","1.000,0000","275.000.000,0000","CDI + 2,50% a.a.",20/08/2025,20/08/2030,Garantia Real,n/a,"Sobre o Valor Nominal Unitário ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso, a partir da Primeira Data de Integralização, incidirão juros remuneratórios, correspondentes à variação acumulada de 100% da taxa média diária do DI - Depósito Interfinanceiro de um dia, “over extra grupo”, expressa na forma percentual ao ano, com base em um ano de 252 Dias Úteis, calculadas e divulgadas pela B3 S.A  acrescida de uma sobretaxa equivalente a 2,50% ao ano","Amortização Mensal, a partir do 25º (vigésimo quinto) mês, inclusive, contados da Data de Emissão (inclusive), ou seja, em 20 de agosto de 2027 e o último na Data de Vencimento.",Não,Não,Sim
SRE/2471/2025,CVM/SRE/AUT/DEB/PRI/2025/598,Debêntures,"375.000.000,0000","375.000.000,0000",19/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debênture,"100.000,0000","1.000,0000","100.000.000,0000","CDI + 2,50% a.a.",20/08/2025,20/08/2030,Garantia Real,n/a,"Sobre o Valor Nominal Unitário ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso, a partir da Primeira Data de Integralização, incidirão juros remuneratórios, correspondentes à variação acumulada de 100% da taxa média diária do DI - Depósito Interfinanceiro de um dia, “over extra grupo”, expressa na forma percentual ao ano, com base em um ano de 252 Dias Úteis, calculadas e divulgadas pela B3 S.A  acrescida de uma sobretaxa equivalente a 2,50% ao ano","Amortização Mensal, a partir do 25º (vigésimo quinto) mês, inclusive, contados da Data de Emissão (inclusive), ou seja, em 20 de agosto de 2027 e o último na Data de Vencimento.",Não,Não,Sim
SRE/2444/2025,CVM/SRE/AUT/DEB/PRI/2025/596,Debêntures,"1.000.000.000,0000","1.000.000.000,0000",18/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures série unica,"1.000.000,0000","1.000,0000","1.000.000.000,0000","CDI + 0,75% a.a.",15/08/2025,15/08/2030,Quirografária,,"CDI + 0,75% a.a.","Anual, no 4° e 5° ano",Não,Não,Sim
SRE/2447/2025,CVM/SRE/AUT/DEB/PRI/2025/591,Debêntures,"90.000.000,0000","90.000.000,0000",18/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures da Primeira Série,"9.000,0000","5.050,0000","45.450.000,0000",,11/08/2025,15/01/2043,Quirografária,,"IPCA + 9,3359% a.a.","Semestral, com a primeira ocorrendo no dia 15/01/2027 e a última na Data de Vencimento, conforme descrita no Anexo IV da Escritura de Emissão.",Sim,Não,Sim
SRE/2447/2025,CVM/SRE/AUT/DEB/PRI/2025/592,Debêntures,"90.000.000,0000","90.000.000,0000",18/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures da Segunda Série,"9.000,0000","911,0000","8.199.000,0000",,11/08/2025,15/01/2043,Quirografária,,"IPCA + 9,3359% a.a.","Semestral, com a primeira ocorrendo no dia 15/01/2027 e a última na Data de Vencimento, conforme descrita no Anexo IV da Escritura de Emissão.",Sim,Não,Sim
SRE/2447/2025,CVM/SRE/AUT/DEB/PRI/2025/593,Debêntures,"90.000.000,0000","90.000.000,0000",18/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures da Terceira Série,"9.000,0000","1.815,0000","16.335.000,0000",,11/08/2025,15/01/2043,Quirografária,,"IPCA + 9,3359% a.a.","Semestral, com a primeira ocorrendo no dia 15/01/2027 e a última na Data de Vencimento, conforme descrita no Anexo IV da Escritura de Emissão.",Sim,Não,Sim
SRE/2447/2025,CVM/SRE/AUT/DEB/PRI/2025/594,Debêntures,"90.000.000,0000","90.000.000,0000",18/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures da Quarta Série,"9.000,0000","1.142,0000","10.278.000,0000",,11/08/2025,15/01/2043,Quirografária,,"IPCA + 9,3359% a.a.","Semestral, com a primeira ocorrendo no dia 15/01/2027 e a última na Data de Vencimento, conforme descrita no Anexo IV da Escritura de Emissão.",Sim,Não,Sim
SRE/2447/2025,CVM/SRE/AUT/DEB/PRI/2025/595,Debêntures,"90.000.000,0000","90.000.000,0000",18/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debêntures da Quinta Série,"9.000,0000","1.082,0000","9.738.000,0000",,11/08/2025,15/01/2043,Quirografária,,"IPCA + 9,3359% a.a.","Semestral, com a primeira ocorrendo no dia 15/01/2027 e a última na Data de Vencimento, conforme descrita no Anexo IV da Escritura de Emissão.",Sim,Não,Sim
SRE/2432/2025,CVM/SRE/AUT/DEB/PRI/2025/590,Debêntures,"320.000.000,0000","320.000.000,0000",15/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,DEBÊNTURES,"320.000,0000","1.000,0000","320.000.000,0000","DI + 1,18% a.a.",19/08/2025,19/08/2030,Quirografária,Não há,"DI + 1,18% a.a.","Sem prejuízo da liquidação antecipada decorrente da Oferta de Resgate Antecipado, com a adesão da totalidade dos Debenturistas, e/ou da declaração de vencimento antecipado das obrigações decorrentes das Debêntures, nos termos previstos nesta Escritura de Emissão, o Valor Nominal Unitário das Debêntures será amortizado em uma única parcela na Data de Vencimento.",Não,Não,Não
SRE/1399/2025,CVM/SRE/AUT/DEB/PRI/2025/588,Debêntures,"200.000.000,0000","200.000.000,0000",13/08/2025,OPD Aut Profissional - com bookbuilding,Registro Concedido,Debêntures,"200.000,0000","1.000,0000","200.000.000,0000","DI + 5,50% a.a.",16/05/2025,28/06/2030,Garantia Real,Não aplicável,,"Trimestral, com 12 meses de carência",Não,Não,Sim
SRE/2136/2025,CVM/SRE/AUT/DEB/PRI/2025/587,Debêntures,"2.100.000.000,0000","2.100.000.000,0000",13/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures,"2.100.000,0000","1.000,0000","2.100.000.000,0000","CDI+0,62% a.a.",14/08/2025,14/08/2032,Quirografária,CLASSIFICAÇÃO DE RISCO (RATING) DA EMISSÃO SERÁ ATRIBUÍDA PELA FITCH RATINGS BRASIL LTDA.,"CDI + 0,62% (sessenta e dois décimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis","Será amortizado em 2 (duas) parcelas, sendo que a primeira parcela será devida em 14 de agosto de 2031 e a outra na Data de Vencimento",Não,Não,Sim
SRE/2205/2025,CVM/SRE/AUT/DEB/PRI/2025/585,Debêntures,"1.400.000.000,0000","1.400.000.000,0000",13/08/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Oferta Encerrada,1ª Série,"841.317,0000","1.000,0000","841.317.000,0000","IPCA+ 10,0361%",15/06/2025,15/12/2035,Quirografária,,"Sobre o Valor Nominal Unitário Atualizado das Debêntures da Primeira Série incidirão juros remuneratórios correspondentes a 10,0361%","Valor Nominal Unitário Atualizado das Debêntures da Primeira Série será amortizado em 14 (quatorze) parcelas, devidas sempre nos meses de junho e dezembro de cada ano, sendo que a primeira parcela será devida em 15 de junho de 2029",Sim,Não,Sim
SRE/2205/2025,CVM/SRE/AUT/DEB/PRI/2025/586,Debêntures,"1.400.000.000,0000","1.400.000.000,0000",13/08/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Oferta Encerrada,2ª série,"558.683,0000","1.000,0000","558.683.000,0000","15,63%",15/06/2025,15/12/2035,Quirografária,,"o Valor Nominal Unitário ou saldo do Valor Nominal Unitário das Debêntures da Segunda Série, conforme o caso, incidirão juros remuneratórios correspondentes a 15,63%","Valor Nominal Unitário ou saldo do Valor Nominal Unitário das Debêntures da Segunda Série será amortizado em 14 (quatorze) parcelas, devidas sempre nos meses de junho e dezembro de cada ano, sendo que a primeira parcela será devida em 15 de junho de 2029, e as demais parcelas serão devidas em cada uma das respectivas datas de amortização das Debêntures da Segunda Série",Sim,Não,Sim
SRE/2215/2025,CVM/SRE/AUT/DEB/PRI/2025/584,Debêntures,"250.000.000,0000","250.000.000,0000",13/08/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,Debênture,"200.000,0000","1.000,0000","250.000.000,0000","IPCA+ 9,0161% a.a.",15/07/2025,15/07/2033,Garantia Real,,"Remuneração das Debêntures. Sem prejuízo da Atualização Monetária, a partir da primeira Data de Integralização das Debêntures, incidirão juros remuneratórios de 9,0161% ao ano, base 252 Dias Úteis","O Valor Nominal Unitário Atualizado das Debêntures será amortizado em 9 (nove) parcelas, sendo a primeira parcela devida em 15 de julho de 2029 e as demais parcelas serão devidas de forma semestral e consecutiva, sempre no dia 15 (quinze) dos meses de janeiro e julho de cada ano.",Sim,Não,Sim
SRE/2231/2025,CVM/SRE/AUT/DEB/SEC/2025/002,Debêntures,"880.257.179,3900","7.145.578,1400",12/08/2025,OPD Aut Qualificado - com bookbuilding  - Emissor Não Registrado,Oferta Encerrada,Debênture - Série 1,"4.010,0000","1.117,7000","4.481.977,0000","Sobre o Valor Nominal Unitário Atualizado da Primeira Série incidirão juros remuneratórios correspondentes a incidirão juros remuneratórios correspondentes a 7,8293%",15/10/2024,15/12/2048,Quirografária,,"Sobre o Valor Nominal Unitário Atualizado da Primeira Série incidirão juros remuneratórios correspondentes a incidirão juros remuneratórios correspondentes a 7,8293%","43 (quarenta e três) parcelas semestrais e consecutivas, sendo a primeira parcela devida em 15 de dezembro de 2027 e a última na Data de Vencimento das Debêntures",,,Sim
SRE/2231/2025,CVM/SRE/AUT/DEB/SEC/2025/003,Debêntures,"880.257.179,3900","7.145.578,1400",12/08/2025,OPD Aut Qualificado - com bookbuilding  - Emissor Não Registrado,Oferta Encerrada,Debênture - 2ª Série,"2.551,0000","1.044,1400","2.663.601,1400","Sobre o Valor Nominal Unitário Atualizado da Primeira Série incidirão juros remuneratórios correspondentes a incidirão juros remuneratórios correspondentes a 7,8293%",15/10/2024,15/12/2048,Quirografária,,,"43 (quarenta e três) parcelas semestrais e consecutivas, sendo a primeira parcela devida em 15 de dezembro de 2027 e a última na Data de Vencimento das Debêntures",,,Sim
SRE/2357/2025,CVM/SRE/AUT/DEB/PRI/2025/582,Debêntures,"260.000.000,0000","260.000.000,0000",12/08/2025,OPD Aut Público em Geral ou Qualificado - com bookbuilding,Oferta Encerrada,Série Única,"260.000,0000","1.000,0000","260.000.000,0000","IPCA + 6,7269% a.a.",15/07/2025,15/07/2040,Quirografária,,,"o Valor Nominal Unitário Atualizado ou o saldo do Valor Nominal Unitário Atualizado será amortizado em 3 (três) parcelas anuais e consecutivas, no 13º (décimo terceiro), 14º (décimo quarto) e 15º ano (décimo quinto) anos contados da Data de Emissão.",Sim,Não,Sim
SRE/2230/2025,CVM/SRE/AUT/DEB/PRI/2025/579,Debêntures,"350.000.000,0000","300.000.000,0000",11/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 1ª Série,"58.333,0000","1.000,0000","75.000.000,0000","15,0331% ao ano",15/07/2025,15/07/2032,Quirografária,brA+,"15,0331% ao ano","Em 2 (duas) parcelas, sendo o primeiro pagamento devido em 15 de julho de 2031 e o último na Data de Vencimento das Debêntures da Primeira Série, nos termos previstos na Escritura de Emissão.",Sim,Não,Sim
SRE/2230/2025,CVM/SRE/AUT/DEB/PRI/2025/580,Debêntures,"350.000.000,0000","300.000.000,0000",11/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 2ª Série,"187.283,0000","1.000,0000","203.950.000,0000","IPCA + 9,2618% ao ano",15/07/2025,15/07/2032,Quirografária,brA+,"IPCA + 9,2618% ao ano","Em 2 (duas) parcelas, sendo o primeiro pagamento devido em 15 de julho de 2031 e o último na Data de Vencimento das Debêntures da Segunda Série, nos termos previstos na Escritura de Emissão.",Sim,Não,Sim
SRE/2230/2025,CVM/SRE/AUT/DEB/PRI/2025/581,Debêntures,"350.000.000,0000","300.000.000,0000",11/08/2025,OPD Aut Profissional - com bookbuilding,Oferta Encerrada,Debêntures - 3ª Série,"4.384,0000","1.000,0000","21.050.000,0000","IPCA + 9,2707% ao ano",15/07/2025,15/07/2035,Quirografária,brA+,"IPCA + 9,2707% ao ano","Em 3 (três) parcelas, sendo o primeiro pagamento devido em 15 de julho de 2033, o segundo em 15 de julho de 2034  e o último na Data de Vencimento das Debêntures da Terceira Série, nos termos previstos na Escritura de Emissão.",Sim,Não,Sim
SRE/2424/2025,CVM/SRE/AUT/DEB/PRI/2025/577,Debêntures,"2.050.000.000,0000","2.050.000.000,0000",11/08/2025,OPD Aut Profissional - com bookbuilding,Registro Concedido,Debêntures,"1.732.500,0000","1.000,0000","1.732.500.000,0000",Taxa Teto,24/07/2025,22/03/2028,Quirografária,,,Bullet,Não,Não,Não
